Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Label
otomoto3452.com,0,0,0,1,0,0,0,0,0,1,0,0,1
yahserv-6674.weebly.com,0,0,0,0,0,0,0,1,0,1,0,1,1
verifymydevice.org,0,0,0,2,0,0,0,0,0,1,0,0,1
annarborhandsonmuseum-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
x914-suport-up-date.eu5.net,0,0,0,1,0,0,0,1,0,1,0,1,1
royalmail-delivey-reschedule.net,0,0,0,0,0,0,0,1,0,1,0,0,1
iinstargam.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
patrickkestens-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
u.to,0,0,0,1,0,0,1,0,0,0,1,1,1
182.16.26.234,0,1,1,2,0,0,0,0,0,1,1,1,1
188elexusbet.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
13.66.28.137,0,0,1,2,1,0,0,0,0,1,1,1,1
54.81.240.14,0,0,1,4,0,0,0,0,0,1,0,0,1
paypal.com.0.security-confirmation.d72b69c8e37aec662e13e39d929d6e3d.as2.2u.se,0,0,1,1,0,0,0,1,0,1,0,1,1
tsecure-paxful.com,0,0,0,0,0,0,0,1,0,1,0,0,1
pemblokiranfb.hao8.ml,0,0,0,1,0,0,0,0,0,1,1,1,1
51jianli.cn,0,0,1,1,0,0,0,0,0,1,0,0,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
services.runescape.com-ro.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
loudweb.czweb.org,0,0,0,1,0,0,0,0,0,1,0,0,1
temporaryserver13.com,0,1,1,2,0,0,0,0,0,1,0,1,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
olx.pl.kassa-payment.net.ru,0,0,0,0,0,0,0,1,0,1,0,1,1
u3699884.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,1
bwbank.capital,0,0,0,0,0,0,0,0,0,1,0,0,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,1,1,1,1
vilsbenindustries.com,0,0,1,4,0,0,0,0,0,1,0,1,1
rdeshapriya.com,0,0,0,2,0,0,0,0,0,1,0,0,1
fedner.net,0,0,1,3,0,0,0,0,0,1,0,1,1
myeantherwallet.org,0,0,0,0,0,0,0,0,0,1,0,0,1
sillyabba.com,0,0,1,4,0,0,0,0,0,1,0,1,1
acortar.link,0,0,0,1,0,0,0,0,0,1,0,0,1
main.ddvwj32jq95fa.amplifyapp.com,0,1,1,1,0,0,0,0,0,1,0,1,1
139.191.122.34.bc.googleusercontent.com,0,0,1,3,0,0,1,0,0,1,0,0,1
mjayme9jdg9izxixmjeydgg.filesusr.com,0,0,1,2,0,0,0,0,0,1,0,1,1
nocontent-giffgiso.velocityhub.com,0,0,1,1,0,0,0,1,0,1,0,1,1
realcodashopfreediamonds.freeddns.com,0,0,1,2,0,0,0,0,0,1,0,0,1
authverify-securesupport.com,0,0,0,1,0,0,1,1,0,1,0,0,1
cek-pemblokirans21.ga,0,0,0,1,0,0,0,1,0,1,1,1,1
dkb-weiter.com,0,0,0,1,0,0,0,1,0,1,0,0,1
pkhnm.ac.in,0,0,1,4,0,0,0,0,0,1,0,0,1
ip.rakuten.bsufxvp.cn,0,0,0,0,0,0,0,0,0,1,0,1,1
aecbank.net,0,0,0,0,0,0,0,0,0,1,0,1,1
services.runescape.com-oc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
elagus.fr,0,0,0,2,0,0,0,0,0,1,0,0,1
services.runescape.com-oc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
package-updates.support,0,0,1,2,0,0,0,1,0,1,0,0,1
xqr3i.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
new-devicehelp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
moss.glynhopkin.me,0,0,1,2,0,0,0,0,0,1,0,0,1
My3-gateway-check.com,0,0,0,0,0,0,0,1,0,1,0,0,1
onlinebanking-new-device.com,0,0,0,2,0,0,0,1,0,1,0,0,1
authsecurity-verifycancel.com,0,0,1,2,0,0,0,1,0,1,0,0,1
jiji-js.io,0,0,0,1,0,0,0,1,0,1,0,0,1
esgcommercialbrokers.com,0,0,0,1,0,0,0,0,0,1,0,1,1
ammaer.amazzom.icu,0,0,0,1,0,0,0,0,0,1,0,0,1
angebote-d15b5db6a5f2.com,0,0,0,1,0,0,0,1,0,1,0,1,1
iwkdygvimemxghrnikcorrcqga-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
register-my-device.com,0,0,0,0,0,0,0,1,0,1,0,0,1
maindiscount.su,0,0,0,0,0,0,0,0,0,1,0,1,1
82.165.27.36,0,0,1,2,0,0,0,0,0,1,0,0,1
royalmail.redelivery-attempt.com,0,0,0,0,0,0,1,1,0,1,0,0,1
serverupdate.getforge.io,0,1,1,1,0,0,0,0,0,1,0,1,1
vidiobokepbotante.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
amazon-check-co-jp.h7s.top,0,0,0,0,0,0,0,1,0,1,0,0,1
joecamera.net,0,0,0,1,0,0,0,0,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
services.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
cutt.ly,0,0,0,1,0,0,0,0,0,0,0,0,1
kblessedmom.com.np,0,0,0,0,0,0,0,0,0,1,1,1,1
revolution-admin-100002030056756756811.tk,0,0,1,1,0,0,0,1,0,1,1,1,1
banking-managepayee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
redeliveryuk.com,0,0,1,1,0,0,0,0,0,1,0,0,1
anxwqlubaabcsnylaofqhkqcfd-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,0,1,1
santan-myverify.com,0,0,0,0,0,0,0,1,0,1,0,0,1
secure.runescape.com-ro.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
artekcamp.tumblr.com,0,0,0,1,0,0,0,0,0,1,0,0,1
comigocombr.creatorlink.net,0,0,0,0,0,0,0,0,0,1,0,0,1
surveyheart.com,0,0,1,2,0,0,1,0,0,0,0,0,1
berrycollege2-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
lloydsbank.login-personal-devices.com,0,0,0,0,0,0,0,1,0,1,0,0,1
amazon-check-co-jp.b6m.top,0,0,0,0,0,0,0,1,0,1,0,0,1
securematicsrecruitment.co.uk,0,0,1,7,0,0,1,0,0,1,0,1,1
velvet.by,0,0,0,3,0,0,0,0,0,1,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0,1
abfqjfcarleiboruzvsyfiraxh-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
doclab-console-auth.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
nabaud.com,0,0,0,0,0,0,0,0,0,1,0,0,1
secure.login.aliexpress.com.coin-balance.com,0,1,1,1,0,0,0,1,0,1,0,1,1
phx.chromeproxy.net,0,0,1,2,0,0,0,0,0,1,0,1,1
unauthorised-payeerequested.com,0,0,1,2,0,0,0,1,0,1,0,0,1
hagit-simantov.co.il,0,0,0,1,0,0,0,1,0,1,1,0,1
fees-royalmail-parcel.com,0,0,1,1,0,0,0,1,0,1,0,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
app.box.com,0,0,1,2,0,0,1,0,0,1,0,0,1
htl.li,0,0,0,1,0,0,0,0,0,1,1,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
dortchandassociates.com,0,0,0,1,0,0,0,0,0,1,0,0,1
authorisenewly-addedpayee.com,0,0,1,2,0,0,0,1,0,1,0,0,1
security-confirm-payee.live,0,0,0,1,0,0,0,1,0,1,1,1,1
suportecxacesso2020.com,0,0,0,0,0,0,0,0,0,1,0,0,1
whatsapp-grubsx1.zzux.com,0,0,0,0,0,0,1,1,0,1,0,0,1
miiicrosoftoutloook.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,1
electionnewsug.com,0,0,1,5,0,0,0,0,0,1,0,1,1
refuse-new-payee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
giveawayroyale16.com,0,0,0,0,0,0,0,0,0,1,0,0,1
oplfhbcvgvvedxqwrxcxaceipokfmvliirnvybvevcope.000webhostapp.com,0,0,1,0,0,0,0,0,0,1,0,0,1
atriumlandscape-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
verifyuser-auth.com,0,0,0,1,0,0,0,1,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,5,0,0,0,1,0,1,0,0,1
lunaclothing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
rmzengenharia.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
postchtrackingorder.com,0,0,0,2,0,0,0,0,0,1,0,0,1
absaonline2021.website2.me,0,0,0,0,0,0,0,0,0,1,0,1,1
rbc-eonline-01.ml,0,0,1,2,0,0,0,1,0,1,1,1,1
activar.tus.transferencias.en.linea.viabcp.com.pe.vendum.ro,0,0,1,3,0,0,0,0,0,1,0,1,1
google.com,0,1,1,1,1,0,0,0,0,0,0,0,1
canal-nantes-brest.fr,0,0,1,4,0,0,0,1,0,1,0,1,1
livingemeraldjayne.com,0,0,0,1,0,0,0,0,0,1,0,0,1
gestoriadecredito.com.mx,0,0,0,0,0,0,0,0,0,1,0,0,1
andrewcarr.org,0,0,1,5,0,0,0,0,0,1,0,0,1
irenterprises.in,0,0,1,5,0,0,0,0,0,1,0,1,1
dvlatax-return.co,0,0,0,0,0,0,0,1,0,1,0,0,1
latinotravel.cz,0,0,1,4,0,0,0,0,1,1,1,1,1
konskij-vozbuditel.ru,0,0,1,3,0,0,0,1,0,1,0,0,1
ahmedbaba.com,0,0,0,1,0,0,0,0,0,1,0,0,1
shimaarutechies.com,0,0,1,4,0,0,0,0,0,1,0,0,1
dopeydog.co.nz,0,0,1,2,0,0,0,0,0,1,1,1,1
facebook.bahitom.com,0,0,0,1,0,0,0,0,0,1,0,0,1
evernote.com,0,0,1,4,0,0,0,0,0,0,0,0,1
messagerie-vocale-par-sms-orange-202122.yolasite.com,0,0,1,0,0,0,0,1,1,1,1,1,1
u3703558.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,1
infobcp.com,0,0,0,1,0,0,0,0,0,1,0,1,1
rb.gy,0,0,0,1,0,0,0,0,0,1,0,0,1
opjkk.creatorlink.net,0,0,0,0,0,0,0,0,0,1,0,0,1
paypalverification.allgamescheaper.com,0,0,1,2,0,0,0,0,0,1,0,1,1
peer.yourluv.co,0,0,0,1,0,0,0,0,0,1,0,1,1
ldsplanettt.yolasite.com,0,0,0,1,0,0,0,0,1,1,1,1,1
55bgf.csb.app,0,0,0,0,0,0,0,0,0,1,0,0,1
billing.wsscabbottabad.org,0,0,0,1,0,0,0,0,0,1,0,1,1
mistramitesyrequisitos.com,0,0,1,2,0,0,0,0,0,1,0,0,1
hitsem.com,0,0,1,1,0,0,0,0,0,1,0,1,1
group12.whatsapp211.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1
vevobahis211.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
c1christine.tjelmeland2e.cso.gov.tt,0,0,0,1,0,0,0,0,0,1,1,1,1
bridgewaterma-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
olxpaysafe.pl,0,0,0,1,0,0,0,0,0,1,0,0,1
tyrecentre.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
wwwingreso.segurida-interbankpe.com,0,0,0,1,0,0,0,1,0,1,0,0,1
support-verify-my-newpayments.com,0,0,1,1,0,0,0,1,0,1,0,0,1
atefnet.com,0,0,1,4,0,0,1,0,0,1,0,1,1
brighant.com,0,0,0,1,0,0,1,0,0,1,0,0,1
egyptmovingfurniture.com,0,0,1,4,0,0,0,0,0,1,0,1,1
betasus20213.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
telalmakkah.com,0,0,1,3,0,0,0,0,0,1,0,0,1
source-bonheur-orange-rost-user1.yolasite.com,0,0,1,0,0,0,0,1,1,1,1,1,1
rb.gy,0,0,0,1,0,0,0,0,0,1,0,0,1
jam-023d.gitlab.io,0,1,1,2,0,0,0,1,0,1,1,1,1
4soulpower.systems,0,0,1,3,0,0,0,0,0,1,0,1,1
todayif.com,0,0,0,3,0,0,0,0,0,1,0,0,1
innoaura.com,0,0,0,3,0,0,0,0,0,1,0,1,1
paypal.com.service.id999.sorttheweb.com,0,0,1,2,0,0,0,0,0,1,0,0,1
tracylalla.com,0,0,0,2,0,0,0,0,0,1,0,1,1
icipedudu-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
veronikastringquartet.com,0,0,0,2,0,0,1,0,0,1,0,1,1
wssapgrub.allysa-grub3.ml,0,0,0,0,0,0,0,1,0,1,1,1,1
titelinedrillingintl.yolasite.com,0,0,1,1,0,0,0,0,1,1,1,1,1
ulster.ulsterban.com,0,0,0,0,0,0,0,0,0,1,0,1,1
u3703558.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,1
test102760.test-account.com,0,0,0,1,0,0,1,1,0,1,0,1,1
sistema.augenlabs.com,0,0,1,3,0,0,0,0,0,1,0,0,1
xhmnq.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
ankama-saisons.com,0,0,0,0,0,0,0,1,0,1,0,0,1
amazon-check-co-jp.m5x.top,0,0,0,0,0,0,0,1,0,1,0,0,1
smartblackout.com,0,0,1,3,0,0,1,0,0,1,0,0,1
gaerhaerh.kaixuanmencryp.com,0,0,0,0,0,0,0,0,0,1,0,1,1
olxpl.id23814.su,0,0,0,0,0,0,0,0,0,1,0,0,1
docsharex-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
vevobahisimgir.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
mail.bacritkita.com,0,0,1,3,0,0,0,0,0,1,0,0,1
govuk-form.com,0,0,0,0,0,0,0,1,0,1,0,0,1
rakuteen.co.jp.m8ptxld0.com,0,0,0,0,0,0,0,0,0,1,0,0,1
mymp3remix.in,0,0,1,2,0,0,0,0,0,1,0,1,1
docsharex-authorize.firebaseapp.com,0,0,1,3,0,0,0,1,1,1,1,1,1
cakesbyannemotha.com,0,0,0,0,0,0,0,0,0,1,0,0,1
security-cancelpayees.com,0,0,0,1,0,0,0,1,0,1,0,0,1
rrngslplnsvrklexwfzfbckwza-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
xjupq.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
store-fr6cna1gc2.mybigcommerce.com,0,0,0,1,0,0,0,1,0,1,0,0,1
o2billingauth-update.com,0,0,1,2,0,0,0,1,0,1,0,0,1
mail.help-access-info.com,0,0,0,2,0,0,0,1,0,1,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
amazon-check-co-jp.g9c.top,0,0,0,0,0,0,0,1,0,1,0,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,4,0,0,0,1,0,1,0,0,1
the-ly.com,0,0,0,3,0,0,0,1,0,1,0,0,1
52.156.15.113,0,0,0,2,0,0,0,0,0,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
wisconsin-dmv-mv3001.com,0,0,0,0,0,0,0,1,0,1,0,1,1
mainehomeconnection.com,0,0,0,1,0,0,0,0,0,1,0,0,1
tanbo.main.jp,0,0,0,1,0,0,0,0,0,1,1,1,1
royal.mail-redeliveries.com,0,0,1,1,0,0,0,1,0,1,0,0,1
lisseth.jordylopez.dev,0,0,0,1,0,0,0,0,0,1,0,1,1
clubeamigosdopedrosegundo.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
ber-vel.com,0,0,0,1,0,0,0,1,0,1,0,1,1
cema-fossano.it,0,0,1,0,0,0,0,1,0,1,0,1,1
ayjegvgm.livedrive.com,0,0,1,2,0,0,0,0,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
xbvlnctgiaeadkfyakcrqhgkza-dot-glossy-premise-306016.uk.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
ritysm-inusyaw.xyz,0,0,0,0,0,0,0,1,0,1,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
permajacktulsa.com,0,1,1,2,0,0,1,0,0,1,0,0,1
kama.hop.ru,0,0,0,0,0,0,0,0,0,1,0,0,1
civilengineerssydney.com.au,0,1,1,4,0,0,0,0,0,1,1,1,1
spectrumstorageaccess.yahoosites.com,0,0,0,0,0,0,0,0,0,1,0,0,1
fasdfasdfasdfas345wetasdf.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
lecord.com,0,0,1,4,0,0,0,0,0,1,0,1,1
clearstageconsulting.com,0,0,0,2,0,0,0,0,0,1,0,1,1
antaresns.com,0,0,0,2,0,0,0,0,0,1,0,1,1
natwest.nwolb-login-auth.com,0,0,0,0,0,0,0,1,0,1,0,0,1
grupwhatsapp.gett-event2021.ga,0,0,0,1,0,0,0,1,0,1,1,1,1
zohagdyj27bga1znahjjwa-on.drv.tw,0,0,1,2,0,0,0,1,0,1,0,0,1
newsimdigital.com,0,0,1,2,0,0,0,0,0,1,0,1,1
4sekabet.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
lgt-plc.com,0,0,0,2,0,0,0,1,0,1,0,1,1
main.d2ifct1tuplnsi.amplifyapp.com,0,1,1,1,0,0,0,0,0,1,0,1,1
amazon-check-co-jp.d8g.top,0,0,0,0,0,0,0,1,0,1,0,0,1
zonawebsegura-1bnvirtual.com,0,0,1,3,0,0,0,1,0,1,0,0,1
lionsbasketbisceglie.com,0,0,1,4,0,0,0,0,0,1,0,1,1
fdx.co.th,0,0,1,3,0,0,1,0,0,1,1,1,1
unitus.mk.ua,0,0,1,11,0,0,0,0,0,1,1,0,1
creativecombat.com,0,0,1,4,0,0,1,0,0,1,0,0,1
vamgfiro.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,0,1
serviceclient.site44.com,0,0,0,0,0,0,0,0,0,1,0,1,1
br4.in,0,0,0,1,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
betasus331.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
bravobeveiliging-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
templatent.com,0,0,1,2,0,0,1,0,0,1,0,1,1
creativecombat.com,0,0,1,4,0,0,1,0,0,1,0,0,1
redirect.viglink.com,0,0,1,0,1,0,0,0,0,1,0,0,1
puffing.com.pk,0,0,1,3,1,0,0,0,0,1,1,1,1
kinstationery.com,0,1,1,1,0,0,0,0,0,1,0,0,1
llbsecure.com,0,0,0,1,0,0,0,0,0,1,0,0,1
confirmations-19776497852312579649820779.tk,0,0,1,1,0,0,0,1,0,1,1,1,1
90a6903b-75ff-445e-893e-c69d2807dd96.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,1,0,0,1
awptdh.webwave.dev,0,0,0,0,0,0,0,0,0,1,0,0,1
xjmr7.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
block-payee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
u3703558.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
dba-dk.fit,0,0,0,3,0,0,0,1,0,1,1,1,1
smile-switch.net,0,0,0,1,0,0,0,1,0,1,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
rakuteen.co.jp.8cy9ylbd.com,0,0,0,0,0,0,0,0,0,1,0,0,1
verifyuser-auth.com,0,0,0,0,0,0,0,1,0,1,0,0,1
myroyalmail-fee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,0,1,1,1
lloydsbank.personal-payee-authentication.com,0,0,0,0,0,0,0,1,0,1,0,0,1
52.228.15.198,0,0,0,2,0,0,0,0,0,1,1,1,1
klikbsi.id,0,0,0,0,0,0,0,0,0,1,0,0,1
canal-nantes-brest.fr,0,0,0,3,0,0,0,1,0,1,0,1,1
heylink.me,0,0,0,1,0,0,0,0,0,0,0,0,1
betasusgiri.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
1drv.ms,0,0,1,2,0,0,0,0,0,1,0,1,1
pastelink.net,0,0,0,1,0,0,0,0,0,0,0,0,1
psychomen.ru,0,0,0,1,0,0,0,0,0,1,0,0,1
betasusgirisburasi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
jogosface.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
boggze.com,0,0,0,0,0,0,0,0,0,1,0,1,1
amazon-check-co-jp.a2t.top,0,0,1,0,0,0,0,1,0,1,0,0,1
52.228.2.234,0,0,0,2,0,0,0,0,0,1,1,1,1
01lombard.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
restrict-newpayee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
onlineugyvitel.hu,0,0,1,2,0,0,0,0,0,1,1,1,1
zmail221.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
sieck-kuehlsysteme.de,0,0,1,4,0,0,0,1,0,1,1,1,1
hello-phone-mtnmobile0.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,1
attemplate.com,0,0,1,2,0,0,0,0,0,1,0,1,1
duemiglia.evoluzioneufficio.net,0,0,1,4,0,0,0,0,0,1,0,0,1
xqr3u.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
umconnectumt-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
lasersnab.ru,0,0,0,0,0,0,0,0,0,1,0,1,1
programmasviluppo.com,0,0,1,5,0,0,0,0,0,1,0,0,1
sbcglobal-login.us,0,0,0,0,0,0,0,1,0,1,0,1,1
nightvision.tech,0,0,1,6,0,0,0,0,0,1,0,1,1
escuadrondelpanico.es,0,0,1,4,0,0,0,0,0,1,1,1,1
successgroup.org,0,0,1,2,0,0,0,0,0,1,0,1,1
amazon-check-co-jp.k3i.top,0,0,0,0,0,0,0,1,0,1,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
o2-updatebillingvia.com,0,0,0,1,0,0,0,1,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
dhlgpi.com,0,0,0,1,0,0,0,0,0,1,0,0,1
brcgorhrnnqshfdfcnovtwqflg-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
politiqueijo.com,0,0,1,6,0,0,0,0,0,1,0,0,1
51jianli.cn,0,0,1,1,1,0,0,0,0,1,0,0,1
zasobygwp.pl,0,0,1,1,0,0,0,0,0,1,0,0,1
noticias.canal22.org.mx,0,0,1,6,0,0,0,0,0,1,0,0,1
dealerzone.greatnortherncabinetry.com,0,0,1,4,0,0,0,0,0,1,0,0,1
nocontent-vvvppxqo.velocityhub.com,0,0,1,1,0,0,0,1,0,1,0,1,1
novinroyapolymer.com,0,0,0,0,0,0,0,0,0,1,0,0,1
amazon-check-co-jp.x8k.top,0,0,0,0,0,0,0,1,0,1,0,0,1
xkcovthqedpuvprwnjlnpmjmna-dot-glossy-premise-306016.uk.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
dexlerholdings.com,0,0,1,5,0,0,0,0,0,1,0,1,1
cup0p.app.link,0,0,0,1,0,0,0,0,0,1,0,0,1
centralcrconsulta.com,0,0,0,0,0,0,0,0,0,1,0,0,1
laaksik1.emlnk.com,0,0,1,1,0,0,0,0,0,1,0,0,1
albel.intnet.mu,0,0,1,2,0,0,0,0,0,1,0,0,1
lu9-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
jbgroup.com.py,0,1,1,4,0,0,0,0,0,1,1,1,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
paypal-rimborso.com,0,0,0,0,0,0,0,1,0,1,0,1,1
forms.gle,0,0,0,1,0,0,0,0,0,0,1,1,1
ekvarika.ru,0,0,0,3,0,0,0,0,0,1,0,0,1
25tnr.app.link,0,0,0,1,0,0,0,0,0,1,0,0,1
lumniacomunishtedp.wixsite.com,0,0,0,1,0,0,0,0,0,1,0,1,1
forms.gle,0,0,0,1,0,0,0,0,0,0,1,1,1
greenmattresscleaning.com,0,0,1,3,0,0,0,0,0,1,0,1,1
tregollsschool-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
melodika.com.tr,0,0,1,2,0,0,0,0,0,1,0,1,1
abtekdoor.com,0,0,0,2,0,0,0,0,0,1,0,0,1
hwbcpa-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
reurl.cc,0,0,0,1,0,0,0,0,0,0,0,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0,1
secure.runescape.com-nu.ru,0,0,0,0,0,0,0,1,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
railcarpatient.com,0,0,1,1,0,0,1,0,0,1,0,1,1
no-repply.amzspaccount.com,0,0,0,2,0,0,1,1,1,1,1,1,1
confirm-livepayee.com,0,0,0,0,0,0,0,1,0,1,0,0,1
services.runescape.com-vzla.ru,0,0,0,0,0,0,0,1,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
drcarmenmora.com,0,0,1,4,0,0,0,0,0,1,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
wildcard.nightaway.ca,0,0,1,1,0,0,0,0,0,1,0,0,1
rvtvstream.com,0,0,1,4,0,0,0,0,0,1,0,0,1
faxitalia.com,0,0,0,1,0,0,0,0,0,1,0,0,1
maheshvalue.net,0,0,1,11,0,0,0,0,0,1,0,0,1
chase.com.online-radius.com,0,0,1,2,0,0,0,1,0,1,0,1,1
geometry-yamal.ru,0,0,1,4,0,0,0,1,0,1,0,0,1
s.id,0,0,0,1,0,0,0,0,0,0,0,1,1
bonds-oldschools-runescapes.com,0,0,1,2,0,0,0,1,0,1,0,0,1
homologacao.xocovid19.com.br,0,0,0,0,0,0,0,0,0,1,1,1,1
manateetreeservice.com,0,0,1,4,0,0,0,0,0,1,0,1,1
